"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"89","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100544","Sample-Routine","Water","Surface Water",2021-04-28,"15:10:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Concentration (SSC)","Suspended",8,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-02-23,NA,"Lower Reporting Limit",1,"mg/l",2021-05-13,"NWIS",2021-04-28 22:10:00,NA
"90","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100544","Sample-Routine","Water","Surface Water",2021-04-28,"15:10:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Discharge","Suspended",42,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-04-28 22:10:00,NA
"91","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100704","Sample-Routine","Water","Surface Water",2021-06-22,"08:10:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Stream flow, instantaneous",NA,1090,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSTGQ","USGS","Discharge, stg-disch rating","USGS TWRI 3-A10","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-06-22 15:10:00,NA
"92","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100704","Sample-Routine","Water","Surface Water",2021-06-22,"08:10:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Turbidity","Total",1.2,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-06-22 15:10:00,NA
"93","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100584","Sample-Routine","Water","Surface Water",2021-05-13,"07:45:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Concentration (SSC)","Suspended",5,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-12-16,NA,"Lower Reporting Limit",1,"mg/l",2021-05-21,"NWIS",2021-05-13 14:45:00,NA
"94","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100584","Sample-Routine","Water","Surface Water",2021-05-13,"07:45:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Discharge","Suspended",12,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-05-13 14:45:00,NA
"95","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100674","Sample-Routine","Water","Surface Water",2021-06-08,"13:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Stream flow, instantaneous",NA,1830,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSTGQ","USGS","Discharge, stg-disch rating","USGS TWRI 3-A10","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-06-08 20:50:00,NA
"96","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100674","Sample-Routine","Water","Surface Water",2021-06-08,"13:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Turbidity","Total",1.2,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-06-08 20:50:00,NA
"97","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100674","Sample-Routine","Water","Surface Water",2021-06-08,"13:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Concentration (SSC)","Suspended",5,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-03-22,NA,"Lower Reporting Limit",1,"mg/l",2021-06-17,"NWIS",2021-06-08 20:50:00,NA
"98","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100674","Sample-Routine","Water","Surface Water",2021-06-08,"13:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Discharge","Suspended",25,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-06-08 20:50:00,NA
"99","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100495","Sample-Routine","Water","Surface Water",2021-04-22,"09:16:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Stream flow, instantaneous",NA,1810,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSTGQ","USGS","Discharge, stg-disch rating","USGS TWRI 3-A10","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-04-22 16:16:00,NA
"100","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100495","Sample-Routine","Water","Surface Water",2021-04-22,"09:16:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Turbidity","Total",4.8,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-04-22 16:16:00,NA
"101","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100651","Sample-Routine","Water","Surface Water",2021-05-24,"11:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Concentration (SSC)","Suspended",4,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-12-22,NA,"Lower Reporting Limit",1,"mg/l",2021-06-04,"NWIS",2021-05-24 18:20:00,NA
"102","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100651","Sample-Routine","Water","Surface Water",2021-05-24,"11:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Discharge","Suspended",7.7,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-05-24 18:20:00,NA
"103","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100673","Sample-Routine","Water","Surface Water",2021-06-08,"10:40:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Stream flow, instantaneous",NA,1840,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-06-08 17:40:00,NA
"104","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100673","Sample-Routine","Water","Surface Water",2021-06-08,"10:40:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Turbidity","Total",2.1,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-06-08 17:40:00,NA
"105","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100673","Sample-Routine","Water","Surface Water",2021-06-08,"10:40:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Concentration (SSC)","Suspended",5,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-02-16,NA,"Lower Reporting Limit",1,"mg/l",2021-06-17,"NWIS",2021-06-08 17:40:00,NA
"106","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100673","Sample-Routine","Water","Surface Water",2021-06-08,"10:40:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Discharge","Suspended",25,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-06-08 17:40:00,NA
"107","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100546","Sample-Routine","Water","Surface Water",2021-04-29,"08:00:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Stream flow, instantaneous",NA,2280,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSTGQ","USGS","Discharge, stg-disch rating","USGS TWRI 3-A10","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-04-29 15:00:00,NA
"108","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100546","Sample-Routine","Water","Surface Water",2021-04-29,"08:00:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Turbidity","Total",4.8,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-04-29 15:00:00,NA
"109","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100842","Sample-Routine","Water","Surface Water",2021-08-23,"15:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Stream flow, instantaneous",NA,215,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-08-23 22:20:00,NA
"110","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100842","Sample-Routine","Water","Surface Water",2021-08-23,"15:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Turbidity","Total",1.2,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-08-23 22:20:00,NA
"111","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100842","Sample-Routine","Water","Surface Water",2021-08-23,"15:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Suspended Sediment Concentration (SSC)","Suspended",3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-03-29,NA,"Lower Reporting Limit",1,"mg/l",2021-09-06,"NWIS",2021-08-23 22:20:00,NA
"112","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100842","Sample-Routine","Water","Surface Water",2021-08-23,"15:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Suspended Sediment Discharge","Suspended",1.7,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-08-23 22:20:00,NA
"113","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100753","Sample-Routine","Water","Surface Water",2021-07-12,"12:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,66,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSTGQ","USGS","Discharge, stg-disch rating","USGS TWRI 3-A10","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-07-12 19:50:00,NA
"114","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100753","Sample-Routine","Water","Surface Water",2021-07-12,"12:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",0.2,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-07-12 19:50:00,NA
"115","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100753","Sample-Routine","Water","Surface Water",2021-07-12,"12:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",4,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-04-01,NA,"Lower Reporting Limit",1,"mg/l",2021-07-22,"NWIS",2021-07-12 19:50:00,NA
"116","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100753","Sample-Routine","Water","Surface Water",2021-07-12,"12:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",0.71,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-07-12 19:50:00,NA
"117","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100843","Sample-Routine","Water","Surface Water",2021-08-25,"07:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,167,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-08-25 14:50:00,NA
"118","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100843","Sample-Routine","Water","Surface Water",2021-08-25,"07:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",0.9,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-08-25 14:50:00,NA
"119","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100843","Sample-Routine","Water","Surface Water",2021-08-25,"07:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-03-29,NA,"Lower Reporting Limit",1,"mg/l",2021-09-06,"NWIS",2021-08-25 14:50:00,NA
"120","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100843","Sample-Routine","Water","Surface Water",2021-08-25,"07:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",0.9,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-08-25 14:50:00,NA
"121","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100755","Sample-Routine","Water","Surface Water",2021-07-14,"07:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,309,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-07-14 14:50:00,NA
"122","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100755","Sample-Routine","Water","Surface Water",2021-07-14,"07:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",0,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-07-14 14:50:00,NA
"123","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100755","Sample-Routine","Water","Surface Water",2021-07-14,"07:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-04-01,NA,"Lower Reporting Limit",1,"mg/l",2021-07-22,"NWIS",2021-07-14 14:50:00,NA
